COMPANY,EXPERIENCE,LOCATION,TITLE,SALARY,SKILLS
Ericsson Global Services,10+ yrs,Bengaluru,Data Analyst,3966904,Python
Schneider Electric,10+ yrs,Bengaluru,Data Analyst,4323708,Python
Walmart,10+ yrs,Hyderabad,Data Analyst,4061284,Python
IBM,10+ yrs,Chennai,DevOps Engineer,3824580,Python
Ericsson Global Services,10+ yrs,Chennai,DevOps Engineer,2939684,Python
Sharechat,10+ yrs,Mumbai,DevOps Engineer,3882745,Prometheus
Optum,10+ yrs,Bengaluru,Software Engineer,3387608,Azure
Optum,10+ yrs,Bengaluru,Software Engineer,4545763,Node.js
IBM,10+ yrs,Delhi,Software Engineer,4947903,Azure
Applied Materials,10+ yrs,Hyderabad,Software Engineer,3295411,Azure
Sony Corporation of America,10+ yrs,Bengaluru,Software Engineer,4003257,C
Schneider Electric,10+ yrs,Bengaluru,Software Engineer,3389379,Azure
Novo Nordisk India,10+ yrs,Bengaluru,Software Engineer,3870811,Azure
Capco,10+ yrs,Bengaluru,Software Engineer,3951303,Azure
VISA,10+ yrs,Bengaluru,Software Engineer,4225279,Azure
Delhivery,10+ yrs,Bengaluru,Software Engineer,4805092,C
ANI Technologies Pvt. Ltd.,10+ yrs,Hyderabad,Software Engineer,3412107,Azure
Becton Dickinson India Pvt Ltd,10+ yrs,Hyderabad,Software Engineer,3983044,Azure
Thomson Reuters,10+ yrs,Bengaluru,Software Engineer,4991139,Azure
IHS Markit,10+ yrs,Delhi,Software Engineer,4039264,Azure
SOURCEGRIDS CONSULTING LLP,10+ yrs,Delhi,Software Engineer,4510435,Azure
Schneider Electric,10+ yrs,Hyderabad,Software Engineer,3189803,Azure
Anicalls,10+ yrs,Bengaluru,DevOps Engineer,3989713,Prometheus
Global Telecom Setup,10+ yrs,Bengaluru,Data Scientist,3194251,Spark
CareerXperts Consulting,10+ yrs,Hyderabad,Data Scientist,4392544,Python
Geakminds Technologies Private Limited,10+ yrs,Bengaluru,Data Scientist,3782990,Python
Precisely,10+ yrs,Bengaluru,Data Scientist,3729492,Python
Vision Beyond Resources India Private Limited,10+ yrs,Bengaluru,Software Engineer,4257747,JavaScript
MMS Holdings Inc.,10+ yrs,Delhi,Software Engineer,3484952,JavaScript
Kaleidofin,10+ yrs,Bengaluru,Software Engineer,3317895,JavaScript
SuccessR Hrtech Pvt Ltd,10+ yrs,Mumbai,Software Engineer,3938920,C
Blackhawk Network,10+ yrs,Bengaluru,Software Engineer,3356738,C
Target,10+ yrs,Bengaluru,Software Engineer,4756005,JavaScript
Nanobi Data And Analytics Pvt Ltd,10+ yrs,Chennai,Software Engineer,4811396,JavaScript
Glass Cube consulting private limited,10+ yrs,Chennai,Data Scientist,4335704,Python
Nanobi Data And Analytics Pvt Ltd,10+ yrs,Bengaluru,Data Scientist,4279434,Python
TEKION,10+ yrs,Chennai,Data Scientist,3724955,Excel
Thomson Reuters,10+ yrs,Bengaluru,Data Scientist,3525899,Python
Infrrd Private Limited,10+ yrs,Bengaluru,Data Scientist,3926182,Excel
Multi Recruit,10+ yrs,Bengaluru,Data Scientist,3015460,Python
nanobi data and analytics private limited,10+ yrs,Bengaluru,Data Scientist,4090531,Python
Compile Inc,10+ yrs,Hyderabad,Data Scientist,3014582,Python
RCPC,10+ yrs,Bengaluru,Data Scientist,3256051,Python
Airbnb,10+ yrs,Bengaluru,Data Scientist,4282700,Spark
Greenizon Agritech Consultancy,10+ yrs,Bengaluru,Data Scientist,4456489,Python
Bidgely Technologies Private Limited,10+ yrs,Chennai,Data Scientist,3844533,Python
Scienaptic Systems,10+ yrs,Delhi,Data Scientist,4475841,Python
Silicon Valley Bank,10+ yrs,Bengaluru,Data Scientist,3409421,R
QBurst,10+ yrs,Hyderabad,Data Scientist,3521864,Spark
Microsoft,10+ yrs,Bengaluru,Data Scientist,3453046,Python
Northface Consultancy Services Private Limited,10+ yrs,Bengaluru,Data Scientist,3505950,Python
Urban Company,10+ yrs,Hyderabad,Data Scientist,3306721,Python
GREAT LAKES E-LEARNING SERVICES PRIVATE LIMITED,10+ yrs,Noida,DevOps Engineer,3450793,Python
Airbnb,10+ yrs,Bengaluru,DevOps Engineer,3272784,Python
Seven Consultancy (HR Solution),10+ yrs,Bengaluru,DevOps Engineer,3355815,Python
Pegasus Knowledge Solutions India Private Limited,10+ yrs,Bengaluru,DevOps Engineer,3988426,Python
krtrimaIQ AI Solutions,10+ yrs,Pune,DevOps Engineer,2962727,Python
ORMAE (Operations Research Machine learning & Analytics Experts LLP),10+ yrs,Bengaluru,DevOps Engineer,3107212,Python
Ideapoke,10+ yrs,Gurgaon,DevOps Engineer,3979229,Python
Anicalls,10+ yrs,Bengaluru,DevOps Engineer,3437209,Oracle
krtrimaIQ AI Solutions,10+ yrs,Chennai,DevOps Engineer,3404723,Oracle
Seven Consultancy (HR Solution),10+ yrs,Gurgaon,DevOps Engineer,2938425,AWS
Accord Consultants,10+ yrs,Bengaluru,DevOps Engineer,3584612,Python
Bristlecone,10+ yrs,Bengaluru,DevOps Engineer,3613421,Python
PayU,10+ yrs,Bengaluru,DevOps Engineer,2809970,Python
AutoCAD,10+ yrs,Bengaluru,Software Engineer,3501065,JavaScript
PayU Payments,10+ yrs,Hyderabad,Software Engineer,3610242,JavaScript
Envestnet Yodlee,10+ yrs,Chennai,Software Engineer,3781624,JavaScript
Ashkom Media India Private Limited,10+ yrs,Hyderabad,Software Engineer,4109945,Node.js
PayU,10+ yrs,Hyderabad,Software Engineer,3509333,JavaScript
PayU,10+ yrs,Bengaluru,Software Engineer,3935231,JavaScript
PayU,10+ yrs,Bengaluru,Software Engineer,3017479,JavaScript
Blue Yonder,10+ yrs,Bengaluru,Software Engineer,3579719,JavaScript
Gojek,10+ yrs,Bengaluru,Software Engineer,3104800,JavaScript
Gojek,10+ yrs,Hyderabad,Software Engineer,3269553,Node.js
Intel,10+ yrs,Bengaluru,Software Engineer,4017836,JavaScript
"Rakuten, Inc.",10+ yrs,Bengaluru,Software Engineer,4139841,JavaScript
WAKEFIT INNOVATIONS PRIVATE LIMITED,10+ yrs,Noida,Software Engineer,4417031,Java
Cyient,10+ yrs,Chennai,Software Engineer,3520896,JavaScript
PayU,10+ yrs,Gurgaon,Software Engineer,3170896,JavaScript
Gojek,10+ yrs,Bengaluru,Software Engineer,4931802,JavaScript
PayPal,10+ yrs,Mumbai,Software Engineer,3821416,JavaScript
BCD Travel,10+ yrs,Delhi,Software Engineer,4065360,JavaScript
Blue Yonder,10+ yrs,Delhi,Software Engineer,4137661,JavaScript
NTT Data,10+ yrs,Delhi,Software Engineer,4934210,JavaScript
Blue Yonder,10+ yrs,Delhi,Software Engineer,4335040,JavaScript
Gojek,10+ yrs,Mumbai,Software Engineer,4208493,JavaScript
Optum,10+ yrs,Bengaluru,Software Engineer,4660758,JavaScript
Sysvine Technologies,10+ yrs,Bengaluru,Software Engineer,4595991,JavaScript
eClerx,10+ yrs,Bengaluru,Software Engineer,4493165,JavaScript
Thoucentric Technology Pvt ltd,10+ yrs,Bengaluru,Software Engineer,4583044,JavaScript
Team4Progress,10+ yrs,Gurgaon,Software Engineer,3325296,JavaScript
Moveworks,10+ yrs,Delhi,Software Engineer,3183043,C
CommerceIQ,10+ yrs,Hyderabad,Software Engineer,3492402,JavaScript
TEKION,10+ yrs,Bengaluru,Software Engineer,3203091,JavaScript
DAZN,10+ yrs,Bengaluru,Software Engineer,3254258,C
Multi Recruit,10+ yrs,Bengaluru,Software Engineer,3449690,C
DataTrained,10+ yrs,Bengaluru,Software Engineer,3582499,JavaScript
Xpheno,10+ yrs,Bengaluru,Software Engineer,3196931,JavaScript
Tesco Bengaluru,10+ yrs,Hyderabad,Software Engineer,4437642,Oracle
Decision Point Analytics,10+ yrs,Chennai,Software Engineer,4548312,JavaScript
Newgen Software Technologies Limited,10+ yrs,Chennai,Software Engineer,3782351,JavaScript
Moody's,10+ yrs,Noida,Software Engineer,3527826,JavaScript
Netscribes,10+ yrs,Delhi,Software Engineer,4824552,C
Nikah Forever,10+ yrs,Gurgaon,Software Engineer,4264515,JavaScript
United Airlines,10+ yrs,Bengaluru,Software Engineer,4567750,JavaScript
Tide Software,10+ yrs,Bengaluru,Software Engineer,3068229,JavaScript
NielsenIQ,10+ yrs,Bengaluru,Software Engineer,3018469,JavaScript
EinNel Technologies,10+ yrs,Bengaluru,Software Engineer,4974030,JavaScript
whiz.ai,10+ yrs,Bengaluru,Software Engineer,4271924,C
Hexaconcepts,10+ yrs,Gurgaon,Software Engineer,3252967,JavaScript
Huquo Consulting Pvt. Ltd,10+ yrs,Noida,Software Engineer,3082224,JavaScript
Wrackle,10+ yrs,Mumbai,Software Engineer,3116363,JavaScript
PERSOLKELLY INDIA PRIVATE LIMITED,10+ yrs,Mumbai,Software Engineer,4503249,JavaScript
Huquo Consulting Pvt. Ltd,10+ yrs,Chennai,Software Engineer,3455869,JavaScript
ApicalGo Consultancy,10+ yrs,Hyderabad,Software Engineer,4616267,JavaScript
Serving Skill,10+ yrs,Hyderabad,Software Engineer,3620920,JavaScript
Huquo Consulting Pvt. Ltd,10+ yrs,Bengaluru,Software Engineer,3654239,JavaScript
TalentStack,10+ yrs,Bengaluru,Software Engineer,4438943,JavaScript
Squareroot Consulting Pvt Ltd.,10+ yrs,Bengaluru,Software Engineer,4551378,C
Orcapod Consulting Services Private Limited,10+ yrs,Bengaluru,Software Engineer,4045021,JavaScript
Confidential,10+ yrs,Bengaluru,Software Engineer,3879709,Angular
Orcapod Consulting Services Private Limited,10+ yrs,Bengaluru,Software Engineer,3255347,JavaScript
Orcapod Consulting Services Private Limited,10+ yrs,Delhi,Software Engineer,3723264,JavaScript
GSK India,10+ yrs,Mumbai,Software Engineer,4623751,JavaScript
Myntra,10+ yrs,Hyderabad,Software Engineer,4329068,JavaScript
Medi Assist Insurance TPA Pvt. Ltd,10+ yrs,Gurgaon,Software Engineer,4251843,JavaScript
Signify,10+ yrs,Bengaluru,Software Engineer,3749841,JavaScript
Rapid Value IT Services Pvt Ltd,10+ yrs,Bengaluru,Software Engineer,3183523,JavaScript
Genpact,10+ yrs,Mumbai,Software Engineer,3838568,JavaScript
IBM,10+ yrs,Chennai,Software Engineer,4153342,JavaScript
Firstsource Solutions Limited,10+ yrs,Mumbai,Software Engineer,3710998,Java
GSK India,10+ yrs,Bengaluru,Software Engineer,3293279,JavaScript
EA Games (Electronic Arts),10+ yrs,Hyderabad,Software Engineer,4258347,JavaScript
IBM,10+ yrs,Bengaluru,Software Engineer,3810338,JavaScript
EXL,10+ yrs,Mumbai,Software Engineer,3146768,Java
Uber,8 - 10 yrs,Bengaluru,Data Scientist,2490597,R
HyperAutomation Solutions Private Limited,8 - 10 yrs,Bengaluru,Data Scientist,2764341,Python
UPL,8 - 10 yrs,Chennai,Data Scientist,2149850,AWS
Boston Consulting Group,8 - 10 yrs,Mumbai,Data Scientist,2996413,Tableau
eClerx,8 - 10 yrs,Delhi,Data Scientist,1896474,Tableau
HCL Technologies,8 - 10 yrs,Bengaluru,Data Scientist,2329651,Python
Genpact,8 - 10 yrs,Bengaluru,Data Scientist,1931392,Spark
Teleperformance India,8 - 10 yrs,Bengaluru,Data Scientist,2444262,Tableau
HighRadius,8 - 10 yrs,Bengaluru,Data Scientist,1855556,Python
Merkle Inc.,8 - 10 yrs,Bengaluru,Data Scientist,1645663,Python
Oracle,8 - 10 yrs,Bengaluru,Data Scientist,2791446,Python
Siemens,8 - 10 yrs,Bengaluru,Data Scientist,1627170,Tableau
Paytm,8 - 10 yrs,Bengaluru,Data Scientist,1710161,Tableau
General Mills,8 - 10 yrs,Mumbai,Data Scientist,2925409,Tableau
Abbott,8 - 10 yrs,Bengaluru,Data Scientist,1718574,Excel
Franklin Templeton,8 - 10 yrs,Bengaluru,Software Engineer,2212627,Node.js
Deutsche Bank,8 - 10 yrs,Bengaluru,Software Engineer,2671463,Node.js
RPA Infotech Pvt.Ltd,8 - 10 yrs,Bengaluru,Software Engineer,2430178,C
Siemens,8 - 10 yrs,Bengaluru,Software Engineer,2979021,JavaScript
Burgeon IT Services Pvt ltd,8 - 10 yrs,Bengaluru,Software Engineer,2398334,Angular
ARAMEX INDIA PRIVATE LIMITED,8 - 10 yrs,Bengaluru,Software Engineer,2549957,Node.js
Franklin Templeton,8 - 10 yrs,Mumbai,Software Engineer,2989659,Node.js
Experion Technologies (I) Pvt. Ltd.,8 - 10 yrs,Chennai,Software Engineer,2141752,JavaScript
experionglobal,8 - 10 yrs,Bengaluru,Software Engineer,2638349,Angular
Multi Recruit,8 - 10 yrs,Bengaluru,Software Engineer,2109082,Node.js
Client of PeopleLogic,8 - 10 yrs,Bengaluru,Software Engineer,2224838,JavaScript
Sutherland Global Services Inc,8 - 10 yrs,Bengaluru,Software Engineer,2427118,JavaScript
F&F Consulting Services,8 - 10 yrs,Bengaluru,Software Engineer,2862699,JavaScript
Squircle IT Consulting Services Pvt Ltd,8 - 10 yrs,Bengaluru,Software Engineer,2184618,JavaScript
Spotflock Technologies Pvt. Ltd.,8 - 10 yrs,Bengaluru,Software Engineer,2821471,JavaScript
STIGEN MARTECH PRIVATE LIMITED,8 - 10 yrs,Bengaluru,Software Engineer,2574887,JavaScript
Anicalls,8 - 10 yrs,Thane,Software Engineer,2483953,JavaScript
Anicalls,8 - 10 yrs,Bengaluru,Software Engineer,2174087,JavaScript
Poshmark,8 - 10 yrs,Bengaluru,Software Engineer,2353117,JavaScript
Lumiq.ai,8 - 10 yrs,Bengaluru,Consultant,1810413,R
Claim Genius India Pvt. Ltd.,8 - 10 yrs,Bengaluru,Consultant,1521424,Python
Jet2 Travel Technologies Pvt. Ltd.,8 - 10 yrs,Bengaluru,Consultant,1321038,Python
BLUCOGNITION PRIVATE LIMITED,8 - 10 yrs,Mumbai,Consultant,1879086,R
Poshmark,8 - 10 yrs,Bengaluru,Consultant,1377126,Excel
Priority Vendor Technologies Pvt. Ltd.,8 - 10 yrs,Bengaluru,Consultant,1242341,Python
Galytix,8 - 10 yrs,Bengaluru,Consultant,1431333,R
Applied Data Finance,8 - 10 yrs,Bengaluru,Consultant,1288970,Python
Liquiloans,8 - 10 yrs,Hyderabad,Consultant,1806910,AWS
Seven Consultancy (HR Solution),8 - 10 yrs,Hyderabad,Consultant,1203624,Excel
ADF Data Science Private Limited,8 - 10 yrs,Hyderabad,Consultant,1939910,Python
Lending Tree Research Services LLP,8 - 10 yrs,Hyderabad,Consultant,1900174,Python
Data Axle,8 - 10 yrs,Chennai,Consultant,1814598,Python
In2M Technologies Pvt Ltd,8 - 10 yrs,Chennai,Consultant,1250712,Python
Wolters Kluwer,8 - 10 yrs,Hyderabad,Consultant,1605296,R
TALENT500 TECH (INDIA) PRIVATE LIMITED,8 - 10 yrs,Hyderabad,Consultant,1737859,Python
Farfetch,8 - 10 yrs,Hyderabad,Consultant,1415267,R
Cognome India Pvt. Ltd.,8 - 10 yrs,Chennai,Consultant,1411235,R
Easebuzz Private Limited,8 - 10 yrs,Chennai,Consultant,1342078,Python
Innoplexus Consulting Services Private Limited,8 - 10 yrs,Aurangabad,Consultant,1524660,Python
TETHYS TECHNOLOGIES PRIVATE LIMITED,8 - 10 yrs,Hyderabad,Consultant,1536927,Tableau
iNICU,8 - 10 yrs,Chennai,Consultant,1805692,Tableau
FabHotel Aay Kay Model Town,8 - 10 yrs,Chennai,Consultant,1618397,Python
Innoplexus,8 - 10 yrs,Bengaluru,Consultant,1751364,Python
Opscruise,8 - 10 yrs,Bengaluru,Consultant,1768347,Python
Grazitti Interactive,8 - 10 yrs,Chennai,Consultant,1561682,R
Deepintent,8 - 10 yrs,Chennai,Consultant,1533710,Python
Liquiloans,8 - 10 yrs,Chennai,Consultant,1949246,AWS
JoinHandsHR,8 - 10 yrs,Chennai,Consultant,1793018,R
AICHUNKS Private Limited,8 - 10 yrs,Bengaluru,Consultant,1212159,Python
mPokket,8 - 10 yrs,Chennai,Consultant,1864036,Oracle
lgoAnalytics,8 - 10 yrs,Chennai,Consultant,1333008,Python
Prevalent AI India Private Limited,8 - 10 yrs,Chennai,Consultant,1260025,R
Number Theory Software,8 - 10 yrs,Chennai,Consultant,1366215,Python
Wolters Kluwer,8 - 10 yrs,Chennai,Consultant,1875204,R
Anicalls,8 - 10 yrs,Hyderabad,Consultant,1757454,R
Customized Energy Solutions,8 - 10 yrs,Chennai,Consultant,1865111,Python
Sysvine Technologies,8 - 10 yrs,Chennai,Consultant,1477978,Python
Seven Consultancy (HR Solution),8 - 10 yrs,Chennai,Consultant,1719735,Python
Seven Consultancy (HR Solution),8 - 10 yrs,Chennai,Consultant,1282671,R
Seven Consultancy (HR Solution),8 - 10 yrs,Bengaluru,Consultant,1372807,R
"Fanatics, Inc.",8 - 10 yrs,Chennai,Consultant,1799749,Python
Synaptic,8 - 10 yrs,Chennai,Consultant,1978450,NoSQL
FabHotel Aay Kay Model Town,8 - 10 yrs,Chennai,Consultant,1878685,AWS
Wolters Kluwer,8 - 10 yrs,Chennai,Consultant,1995830,Python
TransUnion,8 - 10 yrs,Chennai,Consultant,1277771,AWS
Recruiterflow Inc,8 - 10 yrs,Chennai,Consultant,1480272,Python
Augusta Infotech,8 - 10 yrs,Chennai,Consultant,1379843,Python
ParallelDots,8 - 10 yrs,Vadodara,Consultant,1521364,AWS
Seven Consultancy (HR Solution),8 - 10 yrs,Mumbai,Consultant,1806926,R
Seven Consultancy (HR Solution),8 - 10 yrs,Chennai,Consultant,1445187,Oracle
Seven Consultancy (HR Solution),8 - 10 yrs,Mumbai,Consultant,1391981,Excel
National Geographic,8 - 10 yrs,Chennai,Consultant,1414438,Python
Cyient,8 - 10 yrs,Chennai,Consultant,1708327,Python
PayPal,8 - 10 yrs,Chennai,Consultant,1625270,Python
Orange Business Services India Technology Pvt Ltd,8 - 10 yrs,Chennai,Consultant,1737028,Python
Orange Business Services,8 - 10 yrs,Chennai,Consultant,1253875,Python
PayPal,8 - 10 yrs,Chennai,Consultant,1416710,Python
PTC,8 - 10 yrs,Chennai,Consultant,1570339,Python
CarDekho,8 - 10 yrs,Chennai,Consultant,1257124,Python
AgreeYa,8 - 10 yrs,Chennai,Consultant,1386013,R
AgreeYa,8 - 10 yrs,Chennai,Consultant,1736057,Python
BNY Mellon,8 - 10 yrs,Chennai,Consultant,1769693,R
Nibha Infotech Private Limited,8 - 10 yrs,Chennai,Consultant,1879337,PowerBI
BNY Mellon,8 - 10 yrs,Chennai,Consultant,1203200,Python
BNY Mellon,8 - 10 yrs,Chennai,Consultant,1902238,Python
CHANGE LEADERS CONSULTING,8 - 10 yrs,Chennai,Consultant,1898112,Python
CHANGE LEADERS CONSULTING,8 - 10 yrs,Chennai,Consultant,1408147,Python
WSD Consultant,8 - 10 yrs,Chennai,Consultant,1307589,Python
Diabsolut Inc.,8 - 10 yrs,Chennai,Consultant,1487379,Excel
Seven Consultancy (HR Solution),8 - 10 yrs,Chennai,Consultant,1741552,Python
Deutsche Bank,8 - 10 yrs,Chennai,Consultant,1840426,Python
Deutsche Bank,8 - 10 yrs,Chennai,Consultant,1498810,R
Invesco (India) Pvt Ltd,8 - 10 yrs,Chennai,Consultant,1909254,Python
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Chennai,Consultant,1412984,Tableau
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Chennai,Consultant,1932433,Python
Sutherland Global Services Inc,8 - 10 yrs,Bengaluru,Consultant,1601429,Python
ATYETI,8 - 10 yrs,Mumbai,Consultant,1328337,R
Tide Software,8 - 10 yrs,Delhi,Consultant,1357378,R
Wolters Kluwer,8 - 10 yrs,Mysore,Consultant,1641046,PowerBI
BigTapp Analytics Pte Ltd,8 - 10 yrs,Delhi,Consultant,1994065,Python
Data Axle,8 - 10 yrs,Bengaluru,Consultant,1337876,Python
Bit Brothers Tech Pvt Ltd,8 - 10 yrs,Delhi,Consultant,1679892,Python
DATA AXLE SOLUTIONS PRIVATE LIMITED,8 - 10 yrs,Mumbai,Consultant,1253909,AWS
Prevalent AI India Private Limited,8 - 10 yrs,Noida,Consultant,1438373,Python
DemandMatrix,8 - 10 yrs,Delhi,Consultant,1745191,Excel
Technovert Solutions Pvt. Ltd.,8 - 10 yrs,Delhi,Consultant,1725240,Python
Bizcrum Infotech Private Limited,8 - 10 yrs,Bengaluru,Consultant,1731485,Python
Tide Software,8 - 10 yrs,Bengaluru,Consultant,1729442,Python
DeepQuanty Artificial Intelligence Labs,8 - 10 yrs,Pune,Consultant,1748449,Python
KANINI SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED,8 - 10 yrs,Noida,Consultant,1268607,Python
Egnify Technologies,8 - 10 yrs,Gurgaon,Consultant,1757789,Oracle
Technovert,8 - 10 yrs,Chennai,Consultant,1565106,Python
Accenture,8 - 10 yrs,Bengaluru,Consultant,1622291,R
Astha Baid,8 - 10 yrs,Hyderabad,Consultant,1419115,Python
Mirus Solutions Pvt Limited,8 - 10 yrs,Delhi,Consultant,1718239,R
Talentify,8 - 10 yrs,Gurgaon,Consultant,1563017,Tableau
MNA SOLUTIONS PRIVATE LIMITED,8 - 10 yrs,Delhi,Consultant,1506697,R
Qualfon Advanced Technology Center LLP,8 - 10 yrs,Delhi,Consultant,1755653,Python
Country Veggie,8 - 10 yrs,Gurgaon,Consultant,1249713,Python
Cervello India Private Limited,8 - 10 yrs,Delhi,Consultant,1656792,R
Bloom Consulting Services,8 - 10 yrs,Bengaluru,Consultant,1228245,Python
Hanu Software Solutions,8 - 10 yrs,Mumbai,Consultant,1226029,R
TOOKITAKI TECHNOLOGIES PRIVATE LIMITED,8 - 10 yrs,Noida,Consultant,1588994,Python
Capital Placement Services,8 - 10 yrs,Gurgaon,Consultant,1304734,AWS
Bloom Consulting Services,8 - 10 yrs,Noida,Consultant,1710943,Python
Apnaklub,8 - 10 yrs,Mumbai,Consultant,1308884,Python
Aeries Technology Group,8 - 10 yrs,Hyderabad,Consultant,1322004,Python
HotelHub,8 - 10 yrs,Gurgaon,Data Scientist,2801125,Python
Thoucentric Technology Pvt ltd,8 - 10 yrs,Delhi,Data Scientist,2683605,AWS
SPM Jobs,8 - 10 yrs,Delhi,Data Scientist,1842146,Python
Netcore Solutions Pvt Ltd,8 - 10 yrs,Gurgaon,Data Scientist,2865580,Python
Whatfix,8 - 10 yrs,Gurgaon,Data Scientist,1794409,Excel
Envestnet,8 - 10 yrs,Delhi,Data Scientist,2182029,Oracle
Shell,8 - 10 yrs,Gurgaon,Data Scientist,2480638,Excel
TMD - The Modern Dimension,8 - 10 yrs,Gurgaon,Data Scientist,1850862,Python
Meyrahkee,8 - 10 yrs,Delhi,Data Scientist,2852523,Python
Xpheno,8 - 10 yrs,Gurgaon,Data Scientist,2527243,Python
Sears Holdings,8 - 10 yrs,Gurgaon,Data Scientist,2408957,PowerBI
Anicalls,8 - 10 yrs,Gurgaon,Data Scientist,1725388,Python
Big Data BizViz,8 - 10 yrs,Gurgaon,Data Scientist,2975066,Tableau
CustomerXPs Software Pvt Ltd,8 - 10 yrs,Chennai,Data Scientist,2778097,Python
Kaleidofin,8 - 10 yrs,Delhi,Data Scientist,1704212,R
HEAL Software Inc,8 - 10 yrs,Delhi,Data Scientist,2536144,R
Shell,8 - 10 yrs,Delhi,Data Scientist,2592478,Tableau
Pegasus Knowledge Solutions India Private Limited,8 - 10 yrs,Greater,Data Scientist,2501913,Python
AMPLIFY ANALYTIX INDIA PRIVATE LIMITED,8 - 10 yrs,Noida,Data Scientist,1713692,Python
Dev Solutions,8 - 10 yrs,Bengaluru,Data Scientist,1782827,Python
Dev Solutions,8 - 10 yrs,Delhi,Data Scientist,2169970,Excel
Target,8 - 10 yrs,Noida,Data Scientist,1789850,Tableau
Tookitaki Holding PTE LTD,8 - 10 yrs,Delhi,Data Scientist,2768419,AWS
TruEra,8 - 10 yrs,Hyderabad,Data Scientist,2652347,R
Intuitor SoftTech Services Pvt. Ltd.,8 - 10 yrs,Kolkata,Data Scientist,2019497,Python
Xebia IT Architects,8 - 10 yrs,Noida,Data Scientist,2479175,Oracle
Peopleplus Professional Services Pvt. Ltd.,8 - 10 yrs,Hyderabad,Data Scientist,2988393,Tableau
Roposo,8 - 10 yrs,Bengaluru,Data Scientist,1871612,Tableau
Alphonso Inc.,8 - 10 yrs,Bengaluru,Data Scientist,1721151,Python
"Glassbeam, Inc",8 - 10 yrs,Bengaluru,Data Scientist,1877752,Tableau
Shell,8 - 10 yrs,Bengaluru,Data Scientist,2095888,Tableau
WAKEFLO,8 - 10 yrs,Bengaluru,Data Scientist,1612451,Tableau
DataPMI Technologies LLP,8 - 10 yrs,Bengaluru,Data Scientist,2103236,Python
kk consulting services,8 - 10 yrs,Hyderabad,Data Scientist,2041631,Tableau
HRDevi Talent Acquisition,8 - 10 yrs,Bengaluru,Data Scientist,2664272,Python
Zdaly,8 - 10 yrs,Bengaluru,Data Scientist,2663882,AWS
epiFi Technologies,8 - 10 yrs,Kolkata,Data Scientist,1743971,Oracle
Tookitaki Holding PTE LTD,8 - 10 yrs,Bengaluru,Data Scientist,1738932,Python
